Code,Group Clause,Atomic Clause,Content
B1/AS3,Systems to resist horizontal earthquake loadings,1.9.2,The building supporting the chimney shall contain bracing elements to resist earthquake loads from the chimney. These loads are applied at roof level and at each floor to which the chimney is connected. The bracing elements necessary are additional to those required by NZS 3604 or NZS 4229.
B1/AS3,Systems to resist horizontal earthquake loadings,1.9.4,"A chimney shall be considered as connected to the building when: a) At roof level: it is held either by a roof bracket or by a roof tie, b) At ground floor level: it is held by a floor bracket or the chimney base is integral with the building foundation wall, c) At an intermediate floor level: it is held either by a floor bracket or by closely spaced wall ties spanning the floor."
B1/AS3,Systems to resist horizontal earthquake loadings,1.9.5,"For earthquake ground movement in the direction perpendicular to the wall on which the chimney is located, structural diaphragms shall be provided at roof/ceiling level and at each floor level to which the chimney is connected. The diaphragms shall comply with all relevant clauses of NZS 3604 and NZS 4229."
B1/AS3,Systems to resist horizontal earthquake loadings,1.9.6,"For earthquake in the direction parallel to the wall on which the chimney is located, the bracing units required as determined from Paragraph 1.9.3 shall be provided solely by that wall."
B1/AS3,Hearth slab,2.2.1,"Solid fuel burning domestic appliances weighing no more than 130 kg shall be supported on a 65 mm thick hearth slab that is: a) Reinforced with 665 mesh, or D10 rods at 300 mm centres each way, placed centrally in the slab thickness, b) Supported on a timber or concrete floor, or integral with a concrete floor. (The floor supporting the hearth slab shall comply with NZS 3604 or NZS 4229 as appropriate), and c) Comprised of ordinary grade concrete complying with the relevant clauses of NZS 3109."
B1/AS3,Hearth slab,2.2.2,Hearth slabs on a timber floor shall be held in position by supporting members on all four sides of the hearth. These members shall each be held by four screws with a minimum shank diameter of 4.88 mm that penetrate the floor framing by 50 mm.
B1/AS3,Hearth slab,2.2.3,Hearth slabs on concrete floors shall be secured in position by four D10 starter rods. The rods shall be located in each corner of the hearth slab and they shall terminate each end with standard hooks complying with NZS 3109.
B1/AS3,Hearth slab,2.2.4,"Paragraphs 2.2.1 to 2.2.3 provide an acceptable structural solution, but depending on the particular installation, different hearth dimensions may be necessary to meet the spread of fire requirements of NZBC Clause C2.2. Hearth slabs for solid fuel burning appliances shall comply with AS/NZS 2918."
B1/VM4,Scope and limitations,1.0.1,"This document covers the ultimate limit state design of foundations, including those of earth retaining structures. Methods are given for determining ultimate bearing and lateral sliding strengths."
B1/VM4,Scope and limitations,1.0.3,Serviceability limit state deformations are not covered in this document. The determination of such deformations and their acceptability to the design in question needs to be considered but is outside the scope of this document.
B1/VM4,Scope and limitations,1.0.4,This document assumes general ground or slope stability and provides methods only for ensuring against local failure of the foundation. Overall ground stability needs to be verified before this document can be applied; this is outside the scope of this verification method.
B1/VM4,General,2.0.4,Foundations may be shallow or deep. A shallow foundation is one in which the depth from the ground surface to the underside of the foundation is less than five times the width of the foundation. All other foundations are considered to be deep.
B1/VM4,General,2.0.5,In assigning values for soil parameters the worst groundwater condition shall be considered.
B1/VM4,General,2.0.6,"Foundation strength for cohesive soil depends on loading duration and whether consolidation can occur. For this reason the distinction is made between short term (e.g. initial load application, earthquake actions or wind gusts) and long term loading (e.g. permanent loads such as foundation dead load). For the short term case no consolidation occurs and the calculations shall be in terms of undrained shear strength (i.e. shear strength of the soil su) and total stress. For long term loading, full consolidation occurs and the calculations shall be in terms of drained shear strength and effective stress"
B1/VM4,General,2.0.7,For cohesionless soils consolidation occurs very quickly so drained strength shall be used in all cases.
B1/VM4,Concrete piles,5.1.1,"Precast concrete piles, including prestressed piles, shall withstand without damage or significant cracking, the stresses arising from manufacture, handling and transportation, in addition to those arising from driving and imposed loadings."
B1/VM4,Concrete piles,5.1.2,"Belled bases of cast-in-situ concrete piles shall be no less than 100 mm thick at the edge of the required base and, unless the bell is reinforced, the conical surfaces shall slope at an angle from the horizontal of no less than 60°."
B1/VM4,Steel piles,5.2.1,The design of steel piles shall be based on the nett steel section after deducting an appropriate thickness for future loss by corrosion. This verification method does not describe a means of determining the amount of corrosion and proposals must be submitted to the territorial authority for approval.
B1/VM4,Steel piles,5.2.2,"Allowance for corrosion loss need not be made for steel encased in concrete provided cover to the steel is no less than: a) 30 mm for prestressed concrete, b) 50 mm for precast concrete, c) 75 mm for cast-in-situ concrete."
B1/VM4,Timber piles,5.3.1,"Timber piles shall comply with NZS 3605 or NZS 3603 as applicable, and be naturally durable or treated to the appropriate hazard level as recommended by NZS 3640."
Stability,Durability,B2.1,The objective of this provision is to ensure that a building will throughout its life continue to satisfy the other objectives of this code.
Stability,Durability,B2.2.,"Building materials, components and construction methods shall be sufficiently durable to ensure that the building, without reconstruction or major renovation, satisfies the other functional requirements of this code throughout the life of the building."
Stability,Durability,B2.3.1,"Building elements must, with only normal maintenance, continue to satisfy the performance requirements of this code for the lesser of the specified intended life of the building, if stated, or: (a) the life of the building, being not less than 50 years, if: (i) those building elements (including floors, walls, and fixings) provide structural stability to the building, or (ii) those building elements are difficult to access or replace, or (iii) failure of those building elements to comply with the building code would go undetected during both normal use and maintenance of the building. (b) 15 years if: (i) those building elements (including the building envelope, exposed plumbing in the subfloor space, and in-built chimneys and flues) are moderately difficult to access or replace, or (ii) failure of those building elements to comply with the building code would go undetected during normal use of the building, but would be easily detected during normal maintenance. (c) 5 years if: (i) the building elements (including services, linings, renewable protective coatings, and fixtures) are easy to access and replace, and (ii) failure of those building elements to comply with the building code would be easily detected during normal use of the building. Performance B2.3.1 applies from the time of issue of the applicable code compliance certificate. Building elements are not required to satisfy a durability performance which exceeds the specified intended life of the building."
Stability,Durability,B2.3.2,"Individual building elements which are components of a building system and are difficult to access or replace must either: (a) all have the same durability, or (b) be installed in a manner that permits the replacement of building elements of lesser durability without removing building elements that have greater durability and are not specifically designed for removal and replacement."
B2/VM1,Durability Evaluation,1.0.1,"Verification that the durability of a building element complies with the NZBC B2.3.1 and B2.3.2 will be by proof of performance and shall take into account the expected in-service exposure conditions by one or more of the following: a) In-service history, b) Laboratory testing, c) Comparable performance of similar building elements."
B2/VM1,In-service history,1.1.1,"Verification of durability based on in- service history of a building element, including materials, components and systems shall take into account but not be limited to: a) Length of service, b) Environment of use, c) Intensity of use, d) Any reaction with adjacent materials, e) Limitations in performance, f) Degree of degradation, and g) Changes in formulation."
B2/VM1,Laboratory testing,1.2.1,"Verification of durability based on successful performance in a laboratory test shall be accompanied by an assessment of the tests performed, their relevance to field and service conditions, and in particular: a) Types of degradation mechanisms likely to be induced by testing, b) The degradation mechanisms likely in service, c) Details of methods of assessment, d) Variability of results, and e) The relevance of the test to the building element under study."
B2/VM1,Similar materials,1.3.1,"For the purposes of evaluation, a building element may be considered as similar to another building element with proven performance, if both are subject to the same controls for composition and overall performance. Examples of such controls are Approved Documents or Standards. Where such a direct comparison is not possible, the building element shall be independently assessed to determine the degree of similarity."
B2/VM1,Similar materials,1.3.2,"Assessment shall take into account but not be limited to: a) Product composition, b) Method and quality assurance of manufacture, c) Degradation mechanisms, d) Local environment, e) Conditions of use, f) Required maintenance, and g) Performance in use."
B2/AS1,Durability Applications,1.0.1,This acceptable solution applies to materials and components required to satisfy the performances specified in other NZBC clauses.
B2/AS1,Acceptable Solutions and Verification Methods,1.1.1,"Building elements, including materials, components and systems, complying with a publication referenced in the Acceptable Solutions and Verification Methods, satisfy B2 requirements only when the conditions of use stated in the publication and Acceptable Solutions and Verification Methods prevail."
B2/AS1,Assessing required durability,1.2.1,"Evaluation of building elements shall be based on the following concepts: a) Difficult to access or replace –applies to building elements where access or replacement involves significant removal or alteration of other building elements. Examples are works involving the removal of masonry or concrete construction, or structural elements or repair of buried tanking membranes. A 50 year durability is required. b) Moderately difficult to access or replace – applies to building elements where access or replacement involves the removal or alteration of other building elements. Examples are the replacement of services reticulation in wall cavities and skillion roofs, or of plant and hotwater cylinders built into roof spaces without adequately sized access openings. A 15 year durability is required. c) Easy to access and replace – applies to building elements where access or replacement involves little alteration or removal of other building elements. Examples are linings, trim, light fittings, hotwater cylinder elements and door hardware, or where specific provision for removal has been made. A 5 year durability is required. d) Failure to comply with the NZBC would go undetected during both normal use and maintenance of the building – applies where the building elements are hidden from view with no provision for inspection access, and failure would not be apparent until significant damage had occurred to other building elements. Examples are building paper behind a masonry veneer cladding, and insulation in a skillion roof. A 50 year durability is required. e) Failure to comply with the NZBC would go undetected during normal use of the building but would be easily detected during normal maintenance – applies where normal maintenance will identify faults unlikely to be observed by building occupants until significant damage has occurred. Examples are degradation of exterior claddings on roofs and walls, sealant filled joints, flashings, services with specific provision for inspection access, chimneys and flues. A 15 year durability is required. f) Failure to comply with the NZBC would be easily detected during normal use of the building – applies where the failure is obvious to the building occupants. Examples are exposed building elements which are damaged or inoperative such as protective finishes, essential signs, sticking doors, slip resistant surfaces, stair treads and surface-run building services equipment. A 5 year durability is required."
B2/AS1,Normal maintenance,2.1.1,"Normal maintenance is that work generally recognised as necessary to achieve the expected durability for a given building element. The extent and nature of that maintenance will depend on the material, or system, its geographical location and position within the building, and can involve the replacement of components subject to accelerated wear."
B2/AS1,Normal maintenance,2.1.2,It is the responsibility of the person specifying the building element to determine normal maintenance requirements. These may be based on the manufacturer’s recommendations and may also include periodic inspections of elements not readily observable without a specific effort (e.g. access to roof or subfloor spaces).
B2/AS1,Normal maintenance,2.1.3,"Basic normal maintenance tasks shall include but not be limited to: a) Where applicable, following manufacturers’ maintenance recommendations, b) Washing down surfaces, particularly exterior building elements subject to wind driven salt spray, c) Re-coating interior and exterior protective finishes, d) Replacing sealant, seals and gaskets in joints, e) Replacing valves, washers and similar high wear components in easily accessed service equipment and other building elements, f) Cleaning and replacing filters in building services systems, g) The regular servicing of boilers, cooling towers, lifts, escalators, emergency lighting and fire protection equipment, and h) The maintenance of signs for access, escape routes, emergency equipment and hazardous areas."
B2/AS1,Scheduled maintenance,2.2.1,"Scheduled maintenance comprises the inspection, maintenance and reporting procedures for building elements required to have a compliance schedule in terms of section 100 of the Building Act. By those procedures the building elements concerned are effectively deemed to have a durability of the life of the building because they are required to perform as designed at all times. The relevant maintenance procedures may include total replacement."
B2/AS1,Timber and wood-based building products,3.2.2.2,"Preservative-free (untreated) solid Douglas fir framing may be used for roof members protected from the weather, floor members protected from the weather and not exposed to ground atmosphere, and for internal and external wall framing protected from the weather provided that the building meets all of the following requirements: a) is a stand alone, single household unit of no more than two storeys (as defined in NZS 3604) and designed and constructed to NZS 3604, and b) is situated in wind zones no greater than High as defined in NZS 3604, and c) has an envelope complexity of no greater than medium risk and a deck design no greater than low risk as defined by the risk matrix in E2/AS1, and d) has drained and vented cavities complying with E2/AS1 behind all claddings, and e) uses roof and wall cladding systems and details conforming with Acceptable Solution E2/AS1, and f) has a risk matrix score of no more than 6 on any external wall face as defined in E2/AS1, and g) has a simple pitched roof incorporating hips, valleys, gables, or mono pitches, all draining directly to external gutters; but excluding internal or secret gutters, concealed gutters behind fascias, or any roof element finishing within the boundaries formed by exterior walls (eg, the lower ends of aprons, chimneys, dormers, clerestories, box windows, etc), and h) has a roof slope of not less than 10°, and i) if it has a skillion roof, then the roofing material shall be corrugated iron or concrete, metal or clay tiles to ensure adequate ventilation, and j) has eaves 450 mm wide or greater for single storey houses, and eaves 600 mm or greater for two storey houses."
Protection of Fire,Objectives of clauses C2 to C6 (protection from fire),C1,"The objectives of clauses C2 to C6 are to: (a) safeguard people from an unacceptable risk of injury or illness caused by fire, (b) protect other property from damage caused by fire, and (c) facilitate firefighting and rescue operations."
Protection of Fire,Prevention of fire occurring,C2.1,"Fixed appliances using controlled combustion and other fixed equipment must be designed, constructed, and installed in buildings in a way that reduces the likelihood of illness or injury due to fire occurring."
Protection of Fire,Prevention of fire occurring,C2.2,The maximum surface temperature of combustible building materials close to fixed appliances using controlled combustion and other fixed equipment when operating at their design level must not exceed 90°C.
Protection of Fire,Prevention of fire occurring,C2.3,"Fixed appliances using controlled combustion and other fixed equipment must be designed, constructed and installed so that there is a low probability of explosive or hazardous conditions occurring within any spaces in or around the building that contains the appliances."
Protection of Fire,Fire affecting areas beyond the fire source,C3.1,Buildings must be designed and constructed so that there is a low probability of injury or illness to persons not in close proximity to a fire source.
Protection of Fire,Fire affecting areas beyond the fire source,C3.2,Buildings with a building height greater than 10 m where upper floors contain sleeping uses or other property must be designed and constructed so that there is a low probability of external vertical fire spread to upper floors in the building. Clause C3.2 does not apply to importance level 1 buildings.
Protection of Fire,Fire affecting areas beyond the fire source,C3.3,Buildings must be designed and constructed so that there is a low probability of fire spread to other property vertically or horizontally across a relevant boundary.
Protection of Fire,Fire affecting areas beyond the fire source,C3.5,Buildings must be designed and constructed so that fire does not spread more than 3.5 m vertically from the fire source over the external cladding of multi-level buildings.
Protection of Fire,Fire affecting areas beyond the fire source,C3.6,Buildings must be designed and constructed so that in the event of fire in the building the received radiation at the relevant boundary of the property does not exceed 30 kW/m2 and at a distance of 1 m beyond the relevant boundary of the property does not exceed 16 kW/m2.
Protection of Fire,Fire affecting areas beyond the fire source,C3.7,"External walls of buildings that are located closer than 1 m to the relevant boundary of the property on which the building stands must either: (a)	 be constructed from materials which are not combustible building materials, or (b) for buildings in importance levels 3 and 4, be constructed from materials that, when subjected to a radiant flux of 30 kW/m2, do not ignite for 30 minutes, or (c) for buildings in Importance Levels 1 and 2, be constructed from materials that, when subjected to a radiant flux of 30 kW/m2, do not ignite for 15 minutes."
Protection of Fire,Fire affecting areas beyond the fire source,C3.8,"Firecells located within 15 m of a relevant boundary that are not protected by an automatic fire sprinkler system, and that contain a fire load greater than 20 TJ or that have a floor area greater than 5,000 m2 must be designed and constructed so that at the time that firefighters first apply water to the fire, the maximum radiation flux at 1.5 m above the floor is no greater than 4.5 kW/m2 and the smoke layer is not less than 2 m above the floor."
Protection of Fire,Fire affecting areas beyond the fire source,C3.9,Buildings must be designed and constructed with regard to the likelihood and consequence of failure of any fire safety system intended to control fire spread.
Protection of Fire,Movement to place of safety,C4.1,"Buildings must be provided with: (a) effective means of giving warning of fire, and (b) visibility in escape routes complying with clause F6."
Protection of Fire,Movement to place of safety,C4.2,Buildings must be provided with means of escape to ensure that there is a low probability of occupants of those buildings being unreasonably delayed or impeded from moving to a place of safety and that those occupants will not suffer injury or illness as a result.
Protection of Fire,Movement to place of safety,C4.3,"The evacuation time must allow occupants of a building to move to a place of safety in the event of a fire so that occupants are not exposed to any of the following: (a) fractional effective dose of carbon monoxide greater than 0.3: (b) a fractional effective dose of thermal effects greater than 0.3: (c) conditions where, due to smoke obscuration, visibility is less than 10 m except in rooms of less than 100 m2 where visibility may fall to 5 m."
Protection of Fire,Movement to place of safety,C4.4,Clause C4.3(b) and (c) do not apply where it is not possible to expose more than 1 000 occupants in a firecell protected with an automatic fire sprinkler system.
Protection of Fire,Movement to place of safety,C4.5,Means of escape to a place of safety in buildings must be designed and constructed with regard to the likelihood and consequence of failure of any fire safety systems.
Protection of Fire,Access and safety for firefighting operations,C5.1,Buildings must be designed and constructed so that there is a low probability of firefighters or other emergency services personnel being delayed in or impeded from assisting in rescue operations and performing firefighting operations.
Protection of Fire,Access and safety for firefighting operations,C5.2,Buildings must be designed and constructed so that there is a low probability of illness or injury to firefighters or other emergency services personnel during rescue and firefighting operations.
Protection of Fire,Access and safety for firefighting operations,C5.3,"Buildings must be provided with access for fire service vehicles to a hard-standing from which there is an unobstructed path to the building within 20 m of: (a) the firefighter access into the building, and (b) the inlets to automatic fire sprinkler systems or fire hydrant systems, where these are installed. Performance requirements in clauses C5.3 to C5.8 do not apply to backcountry huts, detached dwellings, within household units in multi-unit dwellings, or to outbuildings, and ancillary buildings."
Protection of Fire,Access and safety for firefighting operations,C5.4,"Access for fire service vehicles in accordance with clause C5.3 must be provided to more than 1 side of firecells greater than 5,000 m2 in floor area that are not protected by an automatic fire sprinkler system."
Protection of Fire,Access and safety for firefighting operations,C5.5,Buildings must be provided with the means to deliver water for firefighting to all parts of the building.
Protection of Fire,Access and safety for firefighting operations,C5.6,"Buildings must be designed and constructed in a manner that will allow firefighters, taking into account the firefighters’ personal protective equipment and standard training, to: (a) reach the floor of fire origin, (b) search the general area of fire origin, and (c) protect their means of egress."
Protection of Fire,Access and safety for firefighting operations,C5.7,"Buildings must be provided with means of giving clear information to enable firefighters to: (a) establish the general location of the fire, (b) identify the fire safety systems available in the building, and (c) establish the presence of hazardous substances or process in the building."
Protection of Fire,Access and safety for firefighting operations,C5.8,Means to provide access for and safety of firefighters in buildings must be designed and constructed with regard to the likelihood and consequence of failure of any fire safety systems.
Protection of Fire,Structural stability,C6.1,"Structural systems in buildings must be constructed to maintain structural stability during fire so that there is: (a) a low probability of injury or illness to occupants, (b) a low probability of injury or illness to fire service personnel during rescue and firefighting operations, and (c) a low probability of direct or consequential damage to adjacent household units or other property."
Protection of Fire,Structural stability,C6.2,"Structural systems in buildings that are necessary for structural stability in fire must be designed and constructed so that they remain stable during fire and after fire when required to protect other property taking into account: (a) the fire severity, (b) any automatic fire sprinkler systems within the buildings, (c) any other active fire safety systems that affect the fire severity and its impact on structural stability, and (d) the likelihood and consequence of failure of any fire safety systems that affect the fire severity and its impact on structural stability."
Protection of Fire,Structural stability,C6.3,Structural systems in buildings that are necessary to provide firefighters with safe access to floors for the purpose of conducting firefighting and rescue operations must be designed and constructed so that they remain stable during and after fire.
Protection of Fire,Structural stability,C6.4,Collapse of building elements that have lesser fire resistance must not cause the consequential collapse of elements that are required to have a higher fire resistance.
C/AS2,Introduction and scope,1.1.1,"The scope of this Acceptable Solution is restricted to all risk groups listed in Table 1.1 except for risk group SH (refer to C/AS1). It covers buildings or parts of buildings where people: a) Sleep (SM), and b) Are unable to self-evacuate without assistance through requiring special care or treatment, or they are restrained, or their liberties are restricted (SI), and c) Congregate, participate in group activities or where professional services or retail are provided (CA), and d) Work (WB), and e) Store goods and other materials (WS), and f) Park vehicles (VP). These activities are described in Table 1.1."
C/AS2,Introduction and scope,1.1.2,"Buildings with complex features are outside the scope of this Acceptable Solution. Complex features include: a) Atriums, and b) Intermediate floors, other than limited area intermediate floors, and c) Operating theatres, intensive care units, hyperbaric chambers, delivery rooms, and recovery rooms (SI), and d) Recreation and event centres (with tiered seating for more than 2000 people) (CA), and e) Buildings more than 20 storeys high, and f) Prison buildings. Buildings that have features for which solutions are not provided within this Acceptable Solution are also deemed to be complex."
C/AS2,Introduction and scope,1.1.3,"If the Acceptable Solution cannot be followed in full, use Verification Method C/VM2 or an alternative solution to demonstrate compliance."
C/AS2,Introduction and scope,1.1.4,"Other than where permitted for risk group SI and for early childhood centres, this Acceptable Solution allows for an ‘all out’ evacuation strategy. It does not provide features to facilitate a delayed evacuation strategy."
C/AS2,Introduction and scope,1.1.5,"Risk group SI invariably requires a fire safety strategy involving delayed initiation of evacuation and movement to a place of safety within the building. However, this Acceptable Solution does not provide for building features that would be required for a stay-in-place strategy. This applies to activities such as: a) Operating theatres, and b) Intensive care units, and c) Hyperbaric chambers, and d) Delivery rooms, and e) Recovery rooms."
C/AS2,Introduction and scope,1.1.6,"This Acceptable Solution does not provide for any use, storage or processing of hazardous substances. Compliance with NZBC Clause F3, the Hazardous Substances and New Organisms Act 1996, and the Health and Safety at Work (Hazardous Substances) Regulations 2017 shall also be ensured where applicable in addition to the requirements of this Acceptable Solution."
C/AS2,Using this Acceptable Solution,1.2.1,"The process for using this Acceptable Solution shall be as follows. Step 1: Determine which risk group applies—a) Determine the risk group for each of the activities carried out in the building (refer to Table 1.1 and Paragraph 1.1.1). If the activity is not listed explicitly, choose the nearest suitable risk group. b) If there is more than one risk group for a firecell, determine its primary risk group (see Paragraph 1.2.2: this is the one with the most onerous fire safety requirements). c) Apply this Acceptable Solution for any firecell by following steps 2 and 3. d) Then apply the relevant parts of this Acceptable Solution for firecells. Step 2: Determine the parameters for the various risk groups—a) Establish the relevant building measurements (these will include building height, floor area, wall openings and distances to relevant boundaries). b) Work out the occupant loads for the relevant occupied spaces (refer to Paragraph 1.4). Step 3: Satisfy the fire safety requirements Satisfy the fire safety requirements of this Acceptable Solution (refer to Parts 2-7), based on the occupant loads and on the building’s dimensions and features where required."
C/AS2,Using this Acceptable Solution,1.2.2,"If a building contains a number of different activities which individually may be categorised in different risk groups, the risk group designated for a particular firecell within a building shall be that of the primary risk group. The primary risk group shall be that one within the firecell that has the most onerous fire safety requirements. Other risk groups may be able to be incorporated within the same space provided these are ancillary to, and support, the primary risk groups."
C/AS2,Using this Acceptable Solution,1.2.3,"Depending on the particular building and the uses or activities within that building, there may be several primary risk groups, with one or more on each floor."
C/AS2,Alterations to buildings,1.3.1,This Acceptable Solution may be used to determine the compliance of building work (in relation to an existing building).
C/AS2,Calculating occupant loads,1.4.1,"The occupant load shall be determined from the risk group and number of people in each space of the building. The occupant load may need to be evaluated not only for each risk group but also for: a) A space or open floor area involving one or more activities, and b) A floor containing more than one risk group, and c) A single firecell, and d) Each floor within a firecell."
C/AS2,Calculating occupant loads,1.4.2,"Occupant loads shall be calculated from the occupant densities given in Table 1.2 based on the floor area of the part of the building housing the activity. The occupant densities in Table 1.2 already allow for a proportion of the floor area appropriate to the activity being occupied by furniture, partitions, fixtures and associated equipment. If a building space has alternative activity uses, the activity having the greatest occupant density shall be used. If an activity is not specifically described in Table 1.2, the nearest reasonable description shall be used."
C/AS2,Calculating occupant loads,1.4.3,"Duplication shall be avoided by: a) Ensuring that, where people may be involved in more than one activity, they are counted only once, and b) Not including an occupant load for exitways, or for the occupant load determined for areas such as lift lobbies or sanitary facilities that are used intermittently by people already counted elsewhere in the building."
C/AS2,Calculating occupant loads,1.4.4,"Occupant load assessment shall take account of the actual arrangement and number of seats for fixed seating (see Paragraph 3.7.4). Where additional floor area abuts the fixed seating, additional occupants are permitted in that floor area based on standing space density, provided the escape route is not obstructed."
C/AS2,Calculating occupant loads,1.4.5,The requirements of this Acceptable Solution account for the fact that other people may be present in the building or firecell and additional calculations are not required when an occupant load is derived by bed spaces (i.e. for risk groups SM and SI)
C/AS2,Calculating occupant loads,1.4.6,"For the purposes of risk group SI the term ‘bed’ means the number of people that are under care or detention. It can include people on: a) Beds, or b) Recliner or lounge chairs, or c) Dentist chairs, or d) Treatment tables, or e) Any other furniture where an occupant may be for a period of treatment, in care or detention."
C/AS2,Calculating occupant loads,1.4.7,"If, in a particular situation, the occupant load derived from Table 1.2 is clearly more than that which will occur, the basis of any proposal for a lesser occupant load shall be substantiated to the building consent authority"
C/AS2,Calculating occupant loads,1.4.8,"If the maximum occupant load is greater than that calculated from Table 1.2, the higher number shall be used as the basis for the fire safety design and will need to be justified to the building consent authority."
C/AS2,Provision of firecells,2.1.1,The floor area of firecells shall be limited in accordance with Table 2.1.
C/AS2,Fire safety systems,2.2.1,"Fire safety system types, as defined in Table 2.2, shall be provided throughout firecells and be as specified in: Table 2.2a for risk groups SM and SI, and Table 2.2b for risk group CA, and Table 2.2c for risk groups WB and WS, and Table 2.2d for risk group VP. A direct connection to Fire and Emergency New Zealand is not required if automatic heat or smoke detection systems are provided in addition to the systems required by this Acceptable Solution."
C/AS2,Fire safety systems,2.2.2,"In addition to Paragraph 2.2.1, the fire safety systems required for firecells in early childhood centres shall be as follows: a) In single storey early childhood centres, dedicated sleeping areas shall be protected with supplementary smoke detectors. The alarm system and any smoke detection system shall comply with NZS 4512. b) Where the escape height of the early childhood centre is greater than 2.0 m: i) a Type 7 system shall be installed throughout the building, and ii) at least two separate places of safety shall be provided, and iii) each place of safety shall be separated with fire separations designed to the property rating and have direct access to a safe path or final exit"
C/AS2,Fire safety systems,2.2.3,"Where there is more than one firecell the following design sequence shall be used to determine the fire safety systems for other firecells in the building (see Figure 2.1). Step 1 Determine the risk groups associated with each firecell within the building (refer Table 1.1 and Paragraphs 1.2.1 and 1.2.2). Step 2 Determine the escape height in metres of each firecell. Step 3 Determine the occupant load for each firecell in accordance with Paragraph 1.4. Step 4 Taking into consideration the notes within Tables 2.2a, 2.2b, 2.2c and 2.2d and Paragraph 2.2.2 determine the fire safety systems required to protect each risk group. Step 5 For each risk group, insert the fire safety system ascertained in Step 4 into Table 2.3 column 1 and determine the fire safety system for the other risk groups in the building from Table 2.3 column 2."
C/AS2,Fire safety systems,2.2.4,"For risk group VP firecells that require a fire sprinkler system (refer to Table 2.2d), the fire sprinkler system does not need to be extended throughout the remainder of the building where the risk group VP firecells are fire separated from the adjacent firecells. The fire separation between adjacent firecells is required to be provided with the greater of the property rating of the adjacent firecells (refer to Table 2.4). Step 6 Based on the fire safety systems ascertained in Step 5, determine the most onerous requirements from Tables 2.2a, 2.2b, 2.2c, 2.2d and 2.3."
C/AS2,Fire safety systems,2.2.5,"If there is more than one risk group on one floor level, the fire safety requirements will depend on whether the risk groups occupy the same firecell, or whether the floor is divided by fire separations into different firecells."
C/AS2,Fire safety systems,2.2.6,"Where fire separations are not needed between different risk groups on the same floor level, the fire safety systems adopted for the firecell shall be those of the primary risk group (as defined in Paragraph 1.2.2)."
C/AS2,Fire safety systems,2.2.7,"Where firecells containing the same risk group occur at different levels in the same building, the fire safety systems for the firecell having the most onerous requirements shall be applied to all firecells of that risk group."
C/AS2,Fire safety systems,2.2.8,The alarm systems required in a building shall be configured to alert all building occupants in the event of fire. This does not apply to the activation of the local smoke detection component of a Type 5 system.
C/AS2,Fire safety systems,2.2.9,In risk group SI alerting all building occupants in the event of fire is not required where it is deemed appropriate to alert management and staff without notifying other occupants.
C/AS2,Fire resistance ratings,2.3.1,"Unless explicitly stated otherwise in this Acceptable Solution, the fire resistance ratings (FRRs) that apply for each risk group shall be in accordance with Table 2.4."
C/AS2,Fire resistance ratings,2.3.2,Structural elements in a single storey building need not be fire rated if FRRs are not required for any other reason.
C/AS2,Fire resistance ratings,2.3.3,"If there is more than one risk group on one floor in the building, the highest required FRR shall be applied to common spaces and shared escape routes for that floor level."
C/AS2,Fire resistance ratings,2.3.4,FRRs shall apply to the sides of primary elements and secondary elements which are exposed to fire.
C/AS2,Fire resistance ratings,2.3.5,"When different FRRs apply on each side of a fire separation, being a wall, the higher rating shall apply to both sides."
C/AS2,Fire resistance ratings,2.3.6,Floors shall have an FRR for exposure from the underside.
C/AS2,Fire resistance ratings,2.3.7,The FRR of a primary element integral with a fire separation shall be no less than that of the fire separation.
C/AS2,Fire resistance ratings,2.3.8,"Except as stated in Paragraph 2.3.9, areas of external wall not permitted to be unprotected areas shall be fire rated from the inside only."
C/AS2,Fire resistance ratings,2.3.9,"Areas of external wall not permitted to be unprotected areas shall be rated for fire exposure from both sides equally where: a) Walls are within 1 m of a relevant boundary, or b) The building height is more than 10 m, or c) The final exit is two or more floor levels below any risk group SM or SI occupancy."
C/AS2,Fire resistance ratings,2.3.10,Building elements shall have an FRR no less than that of any building element to which they provide support within the firecell or in any adjacent firecell.
C/AS2,Fire resistance ratings,2.3.11,Structural framing members connected to building elements with an FRR shall be rated at no less than the building elements to which they are connected. Alternatively their connections and supports shall be designed so that their collapse during fire will not cause collapse of the fire rated elements.
C/AS2,Fire resistance ratings,2.3.12,"Insulation ratings shall apply to: a) All fire separations, except as noted in Paragraph 2.3.13, and b) Parts of external walls that are not permitted to be unprotected areas, and c) Parts of external walls which are adjacent to an external exitway where it is a single means of escape from fire (refer to Paragraph 3.11.2 to determine when a fire rating is required)."
C/AS2,Fire resistance ratings,2.3.13,"Insulation ratings are not required to apply to: a) Glazing that is exempt in accordance with Paragraph 4.2, or b) Elements where sprinklers are installed throughout the building, in accordance with either NZS 4541 or NZS 4515 as appropriate, or c) Fire stops in accordance with Paragraph 4.4.5, or d) Fire dampers and damper blades in accordance with Paragraph 4.16.12, or e) Fire resisting glazing in accordance with Paragraph 5.4.2."
C/AS2,General principles,3.1.1,All buildings shall have means of escape from fire which include escape routes. An escape route (see Figure 3.1) shall provide protection to any occupant escaping to a safe place from a fire within a building.
